@ID,X.12TH.GENDER,SU Race,X.12TH.FGEN.FLAG,X.12TH.FY.COHORT,X.12TH.TR.COHORT,X.12TH.PELL.FLAG
3332252,F,HIS,,,,Y
2910675,M,WHI,,,,
3338530,F,MUL,,,,
3331090,F,BL,Y,,,Y
3325732,F,WHI,,,,
3331622,M,WHI,,,,
3275803,F,HIS,Y,,,Y
3316194,F,HIS,Y,,,Y
3344213,F,WHI,,,,Y
3317563,F,WHI,,,,
3340318,M,WHI,Y,,,
3343458,M,WHI,,,,Y
3313981,M,WHI,,,,
3329880,F,WHI,Y,,,Y
3333094,M,MUL,Y,,,Y
3331170,M,WHI,,,,
3321987,F,WHI,,,,Y
3331325,F,WHI,,,,Y
3315637,M,WHI,,,,
3322992,M,HIS,Y,,,
3331055,M,BL,,,,
3340414,F,WHI,,,,
3323783,F,NRA,,,,
3323630,F,WHI,,,,
3342013,F,WHI,,,,
3339781,M,BL,,,,
3333164,F,WHI,Y,,,
3331280,F,WHI,,,,
3327414,M,WHI,,,,
3326292,M,UNK,,,,
3341775,M,BL,,,,
3340104,F,WHI,,,,
3330458,F,WHI,,,,
3341818,F,HIS,Y,,,Y
3332279,F,WHI,,,,
2909035,F,WHI,,,,
3318106,F,HIS,,,,
3339231,F,HIS,,,,
3329699,M,MUL,,,,
3328460,M,MUL,,,,
3316279,F,HIS,,,,
3314569,M,WHI,,,,
3342809,M,WHI,Y,,,Y
3048149,F,WHI,,,,
3324441,F,HIS,,,,Y
3342084,F,WHI,,,,Y
3346339,M,MUL,,,,
3341870,F,HIS,,,,Y
3305770,F,WHI,,,,
3332368,M,WHI,,,,
3328444,F,WHI,,,,Y
3339220,F,HIS,,,,
3344922,F,AS,,,,
3316035,M,WHI,,,,
3341453,F,WHI,,,,
3316132,F,HIS,,,,
3315845,F,WHI,,,,
3338415,F,WHI,,,,
3339877,M,WHI,,,,
3340741,F,WHI,,,,Y
2839406,F,WHI,,,,
3326356,M,WHI,,,,
3339450,F,WHI,,,,
2889701,M,WHI,,,,
3327051,M,WHI,,,,
3324867,M,WHI,Y,,,Y
3324575,F,WHI,,,,
3326635,M,WHI,,,,Y
3324637,F,WHI,,,,
3314681,M,WHI,,,,
3343043,M,WHI,,,,
3332636,M,HP,,,,Y
3331602,F,BL,,,,
3340544,F,WHI,,,,Y
3332293,M,WHI,,,,
3324080,M,WHI,,,,
3334416,F,WHI,,,,
3336452,F,BL,,,,Y
3336798,F,HIS,,,,
3331647,M,UNK,,,,
3324990,M,MUL,,,,
3330879,F,WHI,,,,
2903991,F,WHI,,,,
3339886,F,HIS,,,,
3343404,F,WHI,,,,
3325219,F,WHI,,,,
3322322,F,HIS,,,,Y
3330738,F,WHI,,,,
2848637,M,WHI,,,,
3280368,F,WHI,,,,
3330375,F,WHI,,,,
3340471,F,HIS,Y,,,Y
3324552,F,HIS,Y,,,Y
3332154,F,WHI,,,,
3315235,F,HIS,,,,
3340637,F,WHI,,,,
3051255,M,MUL,,,,
3324358,F,WHI,,,,
3342269,M,HIS,Y,,,Y
3339032,F,WHI,,,,
3324359,F,HIS,,,,
3344982,F,WHI,,,,
3322032,F,HIS,,,,Y
3343495,F,HIS,,,,
3335716,F,WHI,,,,
3343720,F,HIS,Y,,,Y
3322873,F,HIS,,,,Y
3325573,F,HIS,,,,Y
3316978,M,HIS,Y,,,
3317272,F,HIS,,,,
3323072,F,HIS,,,,Y
3333509,F,WHI,,,,
3321892,F,MUL,,,,
3331142,M,WHI,,,,Y
3322755,F,WHI,,,,
3325601,F,AS,,,,
3340117,F,WHI,,,,
3333403,F,WHI,,,,
3324081,M,WHI,,,,
3326639,M,WHI,,,,
3338921,F,WHI,Y,,,
3342049,F,HIS,Y,,,Y
3333944,F,WHI,Y,,,Y
3326534,M,HIS,,,,
3335684,M,BL,,,,
3331119,F,WHI,,,,Y
2911626,F,WHI,,,,
3341506,F,HIS,Y,,,Y
3335316,F,HIS,,,,Y
3315848,M,HIS,,,,Y
3321158,F,HIS,,,,Y
3329328,F,HIS,Y,,,Y
3345394,F,NRA,,,,
3333513,M,HIS,Y,,,Y
3316082,M,HIS,,14/FA,,
3323039,F,MUL,,,,
3312024,F,WHI,,,,Y
3344275,M,BL,,,,Y
3332271,F,WHI,,,,
3331410,F,HIS,,,,
3317494,M,NRA,,,,
2901883,F,AS,,,,Y
3341618,M,MUL,,,,Y
3324011,F,WHI,,,,
3327818,F,AS,,,,
3331348,F,BL,,,,Y
3343467,M,WHI,,,,Y
3339497,F,AS,Y,,,
3330148,M,WHI,,,,
3305980,M,HIS,,13/FA,,
3322874,F,WHI,,,,
3344944,M,WHI,,,,
3057855,F,WHI,,,,
3343714,F,BL,,,,Y
3343317,F,HIS,,,,
3332787,M,WHI,,,,
3333310,F,HIS,,,,
3339931,F,WHI,,,,
3328191,M,WHI,,,,Y
3331582,F,WHI,,,,
3339937,F,WHI,,,,
3342926,M,BL,Y,,,
3341844,M,HIS,Y,,,Y
3316394,F,WHI,,,,
3322031,M,WHI,,,,
3329037,M,WHI,,,,Y
3330665,F,WHI,,,,
3333118,F,WHI,Y,,,
3331757,F,HIS,Y,,,Y
3326918,F,WHI,,,,
3317290,F,HIS,,,,
3342082,M,HIS,,,,Y
3325397,F,HIS,,,,Y
3340438,F,HIS,Y,,,
3345275,F,WHI,,,,
3333425,F,WHI,,,,
3315943,F,WHI,Y,,,
3343286,F,HIS,,,,
3329211,M,WHI,,,,
3334615,F,WHI,,,,
3343984,M,WHI,,,,Y
3316203,F,WHI,,,,
3333140,M,WHI,,,,
3344518,M,WHI,,,,
3315006,M,HIS,,,,Y
3331942,F,HIS,,,,
3330384,F,WHI,,,,
3330786,F,WHI,,,,
3315577,F,WHI,,,,
3333066,F,WHI,,,,
3342178,F,WHI,,,,Y
3343338,M,HIS,Y,,,
3332937,M,HIS,,,,
3332295,F,HIS,Y,,,
3315881,M,WHI,,,,
3322206,M,WHI,,,,Y
3304881,F,WHI,,,,
3331554,M,WHI,,,,
3339812,M,WHI,,,,
3314443,M,WHI,,,,Y
3327108,F,WHI,,,,
3324868,M,BL,,,,
3330547,F,BL,,,,
3335570,F,WHI,,,,Y
3338894,F,WHI,,,,
3341761,M,WHI,,,,
3315882,F,WHI,,14/FA,,Y
3232029,M,WHI,,,,
3340636,M,HIS,,,,
3323151,F,WHI,,,,
3339167,F,WHI,,,,
3341311,M,WHI,,,,
2913039,F,WHI,,,,
3333802,F,HIS,,,,
3328078,F,AS,,,,
2666164,F,WHI,Y,,,
3309038,F,WHI,,,,
3323236,F,HIS,,,,
3316089,F,HIS,,,,
3323393,F,HIS,,,,Y
3341409,M,BL,,,,Y
3321665,F,WHI,,,,
3333313,F,MUL,,,,
3339029,F,MUL,,,,
3334988,M,WHI,,,,
3315255,F,WHI,,,,
3321384,F,WHI,,,,Y
3317331,F,WHI,,,,
3331993,M,HIS,,,,
3342124,F,HIS,Y,,,Y
3331874,F,HIS,,,,Y
3333241,M,WHI,,,,
3338905,F,WHI,Y,,,Y
3340264,F,HIS,,,,Y
3307884,F,HIS,,,,
3322212,F,WHI,,,,
3166992,F,WHI,,,,
3316344,F,WHI,,,,
3333228,F,WHI,,,,
3331760,M,BL,,,,Y
3309073,F,WHI,,13/FA,,
3342945,M,WHI,,,,
3322549,F,MUL,Y,,,Y
3341199,F,MUL,,,,
3338875,F,WHI,,,,
3334604,F,WHI,Y,,,
3324163,F,WHI,,,,
3324016,F,HIS,,,,
3335673,M,WHI,Y,,,
3334927,M,NRA,Y,,,
3343328,M,MUL,,,,
3313989,F,WHI,,,,
3340277,F,WHI,,,,
3332373,F,MUL,,,,Y
3339488,M,WHI,,,,
3322952,F,AS,,,,
3318536,F,HIS,,,,Y
3054556,M,WHI,,,,
3282960,F,WHI,,,,
3341348,F,WHI,,,,
3334539,M,AN,,,,
3342031,M,HIS,,,,Y
3315449,M,HIS,,,,Y
3339898,F,MUL,,,,Y
3342047,F,HIS,,,,Y
3335905,F,WHI,,,,
3011189,M,WHI,,,,Y
3315866,F,WHI,Y,,,Y
3341390,F,WHI,,,,
3318033,M,WHI,,,,
3335160,M,WHI,,,,Y
3330861,M,HIS,,,,
2895639,M,WHI,,,,
3338911,M,MUL,,,,
3340105,M,HIS,,,,
3340494,F,WHI,,,,
3332298,M,WHI,,,,
3333144,F,HIS,Y,,,
3343254,F,HIS,,,,Y
3325774,F,HIS,,,,Y
3344187,M,HIS,,,,
3321992,F,MUL,,,,Y
3335839,M,AN,,,,
3343469,M,HIS,Y,,,
3339768,F,WHI,,,,
3316982,M,WHI,Y,,,Y
3324017,F,WHI,,,,
3343449,M,HIS,,,,
3326361,F,WHI,,,,
3338627,F,WHI,,,,Y
3336296,F,WHI,,,,Y
3318237,F,WHI,,,,
3338543,F,WHI,,,,
3341764,F,WHI,,,,Y
3324467,F,WHI,,,,
3315887,F,WHI,,,,Y
3325113,F,WHI,,,,
3341734,F,WHI,,,,
3340892,M,HIS,,,,
3335770,F,HIS,Y,,,Y
3345395,F,NRA,,,,
2846415,F,HIS,,,,
3316036,F,WHI,,,,
3337215,M,WHI,Y,,,
2863313,F,WHI,,,,
3322472,F,BL,,,,Y
3316091,F,WHI,,,,
3339496,F,HIS,,,,
3333851,M,HIS,,,,
3330389,F,HIS,,,,Y
3326604,M,WHI,Y,,,Y
3342855,M,WHI,,,,Y
3340469,M,MUL,,,,
3325521,M,WHI,,,,
3317944,F,WHI,,,,Y
3324372,F,WHI,,,,
3344577,F,HIS,Y,,,
3341822,M,WHI,,,,
3341205,F,WHI,Y,,,Y
3342559,M,WHI,,,,
3316347,M,MUL,,,,
3335651,F,WHI,,,,
3273314,M,BL,,,,
3343243,F,WHI,,,,Y
2876612,F,WHI,,,,
3342814,M,HIS,Y,,,Y
3342757,F,AS,,,,
3322223,F,WHI,,,,
3022643,M,WHI,,,,
3342497,M,WHI,,,,
3324650,F,WHI,,,,
3345024,M,UNK,,,,Y
3334783,M,WHI,,,,
3340711,F,WHI,,,,
3316290,F,HIS,,,,
3341645,F,WHI,,,,
3299134,F,WHI,,,,
3343795,F,WHI,,,,Y
3317570,M,WHI,,,,
3049281,M,UNK,,,,Y
3345396,F,NRA,,,,
3315169,M,HIS,,,,
3317545,M,AS,Y,,,Y
3341736,F,HIS,,,,Y
3316397,M,HIS,Y,,,Y
3335574,M,HIS,,,,
3322227,M,HIS,,,,
3325607,M,HIS,,,,
3315692,M,HIS,Y,,,Y
3331964,F,HIS,,,,
3340072,M,HIS,,,,
3340866,M,HIS,,,,
3341387,F,HIS,,,,
3318623,F,HIS,,,,Y
3315693,M,HIS,,,,
3344255,M,BL,,,,Y
3324019,F,WHI,,,,
3338925,M,HIS,,,,
3313993,M,HIS,,,,Y
3344244,M,HIS,,,,Y
3343448,M,WHI,,,,
3319099,M,WHI,,,,Y
3326605,M,HIS,,,,
3319330,M,WHI,,,,
3324475,F,WHI,,,,
3333219,M,WHI,,,,
3332999,F,HIS,,,,
2892462,F,WHI,,,,
3339263,F,WHI,,,,
3333311,M,BL,Y,,,Y
3331245,F,WHI,Y,,,Y
3315581,F,WHI,,,,
3341367,F,WHI,,,,
3344573,M,WHI,,,,
3321735,F,WHI,,,,
3315695,M,WHI,,,,
3323398,F,MUL,Y,,,
3322393,F,WHI,,,,
3340152,M,WHI,,,,
3324171,F,HIS,Y,,,Y
3340161,M,HIS,,,,
3316348,F,HIS,Y,,,Y
3341305,F,HIS,,,,
3316216,M,WHI,,,,Y
3322999,F,HIS,,,,
3316430,F,HIS,Y,,,
3332897,F,HIS,Y,,,Y
3323745,F,HIS,Y,,,Y
3324022,M,HIS,,,,
3340131,F,HIS,Y,,,Y
3316431,F,HIS,,,,Y
3307102,F,WHI,Y,,,Y
3318539,F,NRA,,,,Y
3314985,F,WHI,,,,
3341231,F,WHI,,,,
3323059,F,WHI,,,,
3340390,F,WHI,,,,
3335090,F,WHI,,,,
3315072,F,WHI,,,,
3332644,M,WHI,,,,
3339750,M,WHI,,,,
3332650,F,WHI,Y,,,Y
3322731,F,WHI,,,,
3333621,F,WHI,Y,,,
3332300,F,HIS,,,,
3341523,M,WHI,,,,
3339528,M,HIS,,,,Y
3339309,M,WHI,,,,
3323807,F,WHI,,,,
3332311,M,MUL,,,,
3325375,M,WHI,,,,
3327395,F,WHI,,,,Y
3327884,F,WHI,,,,Y
3315582,F,WHI,,,,
3342642,M,HIS,Y,,,Y
3342807,M,WHI,,,,
3316350,F,HIS,,,,
3332925,F,WHI,,,,
3344578,M,HIS,,,,Y
3340886,F,HIS,,,,
3323857,F,WHI,,,,
3340073,F,WHI,,,,
3300779,M,HIS,Y,,,Y
3333255,M,HIS,Y,,,Y
3323198,F,MUL,,,,Y
3319231,M,WHI,,,,
3325609,M,WHI,,,,
3317404,F,AS,,,,Y
3340013,F,WHI,,,,
3320262,M,WHI,,,,
3344524,M,HIS,,,,
3340698,M,WHI,,,,
3335907,F,WHI,,,,
3325776,M,WHI,,,,
3317116,M,WHI,,,,
3335790,F,WHI,,,,
2889956,F,WHI,,,,
3310841,M,MUL,Y,,,
3335704,F,WHI,,,,
3327001,F,WHI,,,,
3342825,F,BL,,,,Y
3339545,M,WHI,Y,,,
2885860,F,AS,,,,
3340316,F,WHI,,,,
3315173,M,WHI,,14/FA,,
3313322,M,WHI,Y,,,
3324483,M,WHI,,,,
3318775,F,WHI,,,,
3331313,M,WHI,Y,,,
3336118,F,WHI,,,,
3315824,F,WHI,,,,
3343386,M,MUL,,,,Y
3325233,F,WHI,Y,,,
3315457,F,WHI,,,,
3326366,M,WHI,Y,,,Y
3331045,M,HIS,,,,
3343323,M,BL,Y,,,Y
3334726,M,WHI,,,,
3322422,F,WHI,,,,Y
3283490,F,WHI,Y,,,Y
3342218,F,WHI,,,,
3326543,M,BL,,,,Y
3339837,M,HIS,,,,
3331013,F,WHI,,,,
3339165,M,WHI,,,,Y
3321348,F,WHI,,,,
3316987,F,BL,Y,,,Y
3343710,F,WHI,Y,,,Y
3329342,F,AS,,,,Y
3316525,F,HIS,Y,,,Y
3331399,F,WHI,,,,
3340475,M,HIS,,,,
3345075,M,HIS,,,,Y
3322882,F,HIS,Y,,,Y
3316988,M,WHI,,,,
3310461,M,HIS,Y,13/FA,,Y
3324656,F,HIS,,,,
3342949,F,HIS,,,,
3340521,M,HIS,Y,,,
3342076,F,HIS,Y,,,Y
3336112,M,HIS,Y,,,
3309330,M,WHI,,,,
3318150,F,WHI,,,,Y
3327348,M,MUL,,,,
3318921,M,WHI,,,,Y
3334205,M,BL,,,,Y
3340927,F,WHI,,,,
3331050,F,WHI,,,,
3325811,M,HIS,Y,,,Y
3324291,M,WHI,Y,,,Y
3343415,M,WHI,,,,
2928743,F,HIS,Y,,,Y
3317338,F,AS,Y,,,Y
3323403,F,WHI,,,,
3323156,F,WHI,,,,
3322132,M,WHI,Y,,,Y
3327176,M,WHI,,,,
3335401,F,WHI,,,,
3338556,F,MUL,Y,,,
3331745,F,WHI,,,,
3331309,M,BL,,,,Y
3340514,M,WHI,,,,
3340418,M,WHI,Y,,,
3335474,F,UNK,,16/FA,,
3333502,M,WHI,Y,,,
3319993,M,WHI,,,,
3316665,M,WHI,,,,
3342753,F,WHI,,,,
3324182,M,WHI,,,,
3327124,F,WHI,,,,
3304945,M,WHI,,,,
3324993,F,WHI,,,,Y
3330299,M,BL,Y,,,Y
3196360,F,WHI,,,,Y
3324098,M,WHI,,,,
3333776,F,BL,,,,
3331803,M,WHI,,,,
3335910,F,WHI,Y,,,
3343177,M,BL,,,,Y
3332532,F,WHI,,,,
3335002,F,HIS,,,,Y
3314001,F,WHI,,,,
3338787,F,WHI,,,,Y
2911888,F,WHI,,,,Y
3331742,F,HIS,,,,Y
3315853,M,WHI,Y,,,
3340393,F,WHI,,,,
3022639,M,WHI,,13/FA,,
3340937,F,WHI,,,,
3318002,F,WHI,Y,,,
3341767,F,WHI,,,,
3337087,M,WHI,Y,,,
3316294,M,HIS,,,,
3336096,F,WHI,Y,,,
3318043,F,AS,,,,
3341371,M,WHI,,,,
3324389,M,WHI,,,,
3325237,F,HIS,,,,
3333210,M,MUL,,,,
3332043,F,WHI,,,,
3324659,F,HIS,,,,
3344077,F,AS,Y,,,
3337218,F,BL,,,,Y
3317117,M,WHI,,,,
3285786,F,WHI,,,,
3340959,M,WHI,,,,
3331716,F,WHI,,,,
3341081,M,BL,,,,
3333300,F,HIS,,,,
3341424,M,WHI,,,,
3323747,F,HIS,,15/FA,,Y
3316013,F,WHI,,,,
3342631,F,WHI,,,,
3322585,F,WHI,,,,Y
3332954,F,WHI,,,,
3344430,M,BL,Y,,,Y
3334912,M,WHI,,,,
3341731,F,MUL,Y,,,Y
3341399,M,BL,,,,
3340644,M,WHI,,,,
3330694,F,AS,,,,Y
3335032,M,BL,,,,
3319961,F,NRA,Y,,,
3332029,F,WHI,,,,
3317795,M,BL,,,,
3331968,F,WHI,Y,,,
3333289,F,BL,,,,
3335689,F,HIS,,,,
3340681,F,WHI,,,,
3333018,M,AN,,,,
3325032,M,WHI,Y,,,
3323200,M,WHI,,,,
3297464,F,HIS,Y,,,
3341373,M,HIS,Y,,,
3345043,F,WHI,,,,Y
3333166,F,WHI,Y,,,
3332898,M,HIS,,,,
3315645,F,WHI,,,,
3340293,F,WHI,,,,
3325797,M,NRA,,,,
3324593,F,WHI,,,,Y
3033879,F,WHI,,,,
3326972,F,AS,,,,
3346168,M,WHI,,,,
3343353,M,WHI,,,,
3343229,M,WHI,,,,
3330398,M,WHI,,,,
3316529,M,HIS,Y,,,
3331843,M,HIS,,,,
3326369,F,WHI,,,,Y
3329725,M,WHI,,,,
3317610,F,HIS,,,,
3338561,F,WHI,,,,
3317758,M,BL,Y,,,
3327038,M,WHI,,,,Y
3342856,F,WHI,,,,
3331303,M,HIS,,,,
3317697,M,MUL,,,,
3317698,M,MUL,,,,
3342283,F,AS,,,,Y
3324302,F,WHI,,,,
3341462,F,WHI,,,,
3319667,M,MUL,,,,
3316401,M,AS,,,,
3341552,M,WHI,,,,
3298627,M,WHI,,14/FA,,
3318822,F,WHI,,,,Y
3333645,F,WHI,,,,
3339467,F,WHI,,,,Y
3305799,F,WHI,,,,
3324502,M,WHI,,,,
3327126,F,WHI,,,,
3340356,F,AS,,,,
3339321,M,WHI,,,,
3333230,F,WHI,,,,Y
3331791,F,WHI,,,,
3304531,F,WHI,Y,,,
3323478,M,WHI,,,,
3345302,M,UNK,,,,
3331244,M,HIS,,,,
2822930,F,WHI,,,,Y
3322929,F,WHI,,,,
3321237,F,WHI,,,,
3283183,F,WHI,,,,
3314520,M,WHI,,,,
3326887,F,WHI,,,,
3341330,F,WHI,,,,
3318295,F,HIS,Y,,,
3339399,F,WHI,,,,Y
3315462,F,WHI,,,,
3324104,M,HIS,,,,
3341228,M,BL,,,,Y
3323184,M,AS,,,,
3318873,F,WHI,,,,
3306045,F,WHI,,15/FA,,
3323334,F,HIS,,,,
3346288,F,WHI,,,,
3331550,M,HIS,,,,Y
3322853,M,WHI,,,,Y
3340413,F,HIS,Y,,,Y
3333813,M,HIS,,,,
3315898,F,WHI,,,,
3342676,F,BL,,,,
3317612,M,WHI,,,,
3331786,M,WHI,,,,
3340713,M,WHI,,,,Y
3342777,M,WHI,,,,
3342030,F,AS,Y,,,Y
3335238,F,MUL,,,,Y
3334674,F,WHI,,,,
3322963,M,WHI,,,,
3330403,F,WHI,,,,
3333419,F,AS,,,,Y
3333489,F,HIS,,,,
3328660,F,BL,,,,Y
3331402,F,HIS,,,,Y
3331845,F,WHI,,,,
3318298,M,HIS,,,,Y
2909848,F,HIS,,,,
3316858,M,HIS,Y,,,Y
3332490,M,HIS,,,,Y
3341243,M,HIS,,,,
3049598,F,WHI,,,,
2178618,F,WHI,,08/FA,,
3333161,M,WHI,,,,
2796859,M,AS,,,,
3316859,M,HIS,,,,Y
3323752,M,WHI,,,,
3332640,F,WHI,,,,
3323822,F,HIS,,,,
3331135,F,HIS,,,,Y
3054120,F,WHI,,,,
3330405,F,HIS,,,,
3277418,F,HIS,Y,,,
3053435,M,WHI,,,,
3330732,F,WHI,,,,
3332019,F,AS,,,,
3316827,F,HIS,,,,Y
3326933,M,BL,,,,Y
3318299,F,AS,,,,
3321359,M,MUL,,15/FA,,Y
3343425,M,WHI,,,,Y
3323337,F,WHI,,,,
3323963,F,WHI,,15/FA,,
3302441,M,WHI,,12/FA,,Y
3338568,F,WHI,,,,
3316303,F,WHI,,,,
3316157,F,WHI,,,,
3335696,M,WHI,,,,
3316233,M,WHI,,,,
3325142,F,HIS,,,,
3323338,M,WHI,,,,
3339217,M,WHI,,,,
3315902,M,WHI,,,,Y
3327496,F,HIS,,,,
3057599,M,WHI,,,,
3331299,M,UNK,,,,
3339785,M,HIS,Y,,,Y
3322424,F,HIS,,,,
3331984,M,HIS,,,,Y
3315782,M,HIS,,,,
3326070,F,HIS,Y,,,Y
3346779,M,UNK,,,,
3343490,F,HIS,Y,,,Y
2847870,F,WHI,,,,Y
3339489,F,MUL,,,,
3340317,M,WHI,,,,
3033878,F,UNK,,,13/FA,
3324667,F,BL,,,,Y
3330739,M,WHI,,,,
3343782,F,WHI,,,,
3346021,F,WHI,,,,
3338957,F,UNK,Y,,,
3317616,F,WHI,,,,
3341141,F,BL,,,,
3314573,F,WHI,,,,
3340171,F,HIS,,,,
3316016,F,BL,Y,,,
3317949,M,HIS,Y,,,Y
1115095,M,WHI,,,,
3331421,M,WHI,,,,
3336253,F,WHI,,,,
3315525,M,MUL,,,,Y
3331306,M,MUL,,,,Y
3316236,F,WHI,,,,
3338874,M,BL,,,,Y
3322686,M,BL,,,,
3332028,F,MUL,,,,
3316305,F,WHI,,,,Y
3332383,F,WHI,,,,
3341572,F,WHI,,,,
3307393,M,WHI,,,,
3315589,F,WHI,,,,Y
3322663,M,WHI,,,,
3315334,F,WHI,,,,
2837896,F,WHI,,,,
3310497,F,WHI,,,,Y
3341972,F,WHI,,,,
3317706,M,WHI,Y,,,
3329326,M,HIS,Y,,,Y
3340480,M,HIS,,,,
3340995,F,HIS,Y,,,Y
3331721,M,WHI,,,,
3334233,M,HIS,Y,16/FA,,Y
3340897,F,WHI,,,,Y
3334547,M,HIS,Y,,,
3317143,F,HIS,Y,,,
3316815,M,HIS,,,,
2922952,M,WHI,,,,
3322967,M,HIS,,,,
3333158,F,WHI,,,,
3332184,F,WHI,,,,
3321379,M,WHI,,,,Y
3332628,F,WHI,,,,
3341259,M,WHI,,,,
2834542,M,WHI,,,,
3326479,F,WHI,,,,
3344707,M,WHI,,,,
3316697,F,WHI,,,,
3323077,F,WHI,,,,
3333867,F,WHI,Y,,,
3326376,M,WHI,,,,
3342129,M,WHI,,,,
3339335,F,WHI,,,,
3309637,M,WHI,,,,
3338723,M,HIS,,,,
3335879,M,BL,,,,
3343145,M,WHI,,,,
3341006,F,WHI,,,,
3342515,M,MUL,Y,,,Y
3316912,F,WHI,,,,
3346707,M,UNK,,,,
3293966,F,WHI,,,,
3343910,F,WHI,,,,
3331623,M,WHI,,,,
3315337,F,WHI,,,,
3339341,F,HIS,Y,,,
3337075,M,WHI,,,,
3331327,F,WHI,,,,
3339674,F,WHI,,,,
3319577,F,WHI,,,,
3316443,M,HIS,,,,
838520,F,WHI,,94/FA,,
3316594,F,HIS,Y,,,Y
3322587,M,WHI,,,,
3323340,F,HIS,,,,
3325148,F,WHI,,,,
3326767,M,WHI,,,,
3331670,F,WHI,,,,
3339779,F,WHI,,,,
3343530,M,HIS,,,,
3342358,M,HIS,,,,Y
3314855,M,WHI,,,,
3335096,M,BL,,,,Y
3335768,F,HIS,Y,,,
3316242,F,WHI,,,,
3326323,M,WHI,,,,Y
3036517,F,WHI,,,,Y
3332533,F,WHI,,,,
3340415,F,BL,,,,Y
3342700,M,WHI,,,,
3325975,M,AS,,,,
3314689,F,WHI,,,,
3332405,F,WHI,,,,
3339522,M,HIS,,,,
3339977,F,HIS,,,,
2331238,F,WHI,,,,Y
3335922,M,HIS,,,,
3346284,F,WHI,,,,Y
3339031,M,WHI,,,,
3318007,M,WHI,,,,Y
3333150,F,WHI,,,,
3322886,M,WHI,,,,
3339967,M,WHI,,,,
3332199,M,HIS,Y,,,Y
3323863,M,WHI,,,,
3328532,F,AS,,,,
3057955,M,WHI,,,,Y
3339202,M,HIS,,,,
3340417,F,WHI,Y,,,Y
3315185,M,WHI,,,,
3317120,M,WHI,,,,
3334971,M,WHI,,,,
3328195,F,WHI,,,,
3315817,F,WHI,,,,
3343384,F,WHI,,,,
3331180,M,WHI,,16/FA,,
3318451,F,AS,,,,
3315725,F,BL,,,,
3315345,M,WHI,,14/FA,,
3315557,F,HIS,,,,
3342128,M,BL,,,,Y
3342169,F,BL,,,,
3334895,F,WHI,,,,
3328291,M,WHI,Y,,,
3326979,F,WHI,,,,
3338902,F,WHI,Y,,,
3309728,M,BL,,,,
3338920,M,WHI,,,,
3318635,M,WHI,,,,
3345927,F,BL,,,,Y
3333859,M,WHI,,,,
3324320,F,HIS,,,,
3331920,F,WHI,,,,
3343544,F,HIS,Y,,,Y
3323579,F,AS,,,,
3315788,F,HIS,,,,
3323761,M,HIS,Y,,,Y
